Rank	Score	Type	ID	Name	Description
3555	0	cp	BRD-K97309399	thiothixene	Dopamine receptor antagonist
3556	0	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
3557	0	cp	BRD-A46393198	tetramisole	Immunostimulant
3558	0	cp	BRD-A28856712	tetryzoline	Adrenergic receptor agonist
3559	0	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
3560	0	cp	BRD-A48720949	testosterone	androgen receptor agonist
3561	0	cp	BRD-A55393291	testosterone	Androgen receptor agonist
3562	0	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
3563	0	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
3564	0	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
3565	0	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
3566	0	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
3567	0	cp	BRD-K23383398	T-0901317	LXR agonist
3568	0	cp	BRD-K63516691	T-0156	Phosphodiesterase inhibitor
3569	0	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
3570	0	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
3571	0	cp	BRD-K50859149	sulfafurazole	Bacterial antifolate
3572	0	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
3573	0	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
3574	0	cp	BRD-K27710560	splitomycin	SIRT inhibitor
3575	0	cp	BRD-A72483914	spiroxatrine	Serotonin receptor antagonist
3576	0	cp	BRD-K70881766	solanine	Acetylcholinesterase inhibitor
3577	0	cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor
3578	0	cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor
3579	0	cp	BRD-A25775766	securinine	GABA receptor antagonist
3580	0	cp	BRD-K22503835	scriptaid	HDAC inhibitor
3581	0	cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist
3582	0	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
3583	0	cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist
3584	0	cp	BRD-A10715913	sulpiride	Dopamine receptor antagonist
3585	0	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
3586	0	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
3587	0	cp	BRD-A09094913	strychnine	Acetylcholine receptor antagonist
3588	0	cp	BRD-K52620403	STO-609	Calmodulin antagonist
3589	0	cp	BRD-K51476772	ST-638	Tyrosine kinase inhibitor
3590	0	cp	BRD-K18905250	ST-91	Adrenergic receptor agonist
3591	0	cp	BRD-K19309090	SR-95639A	Acetylcholine receptor agonist
3592	0	cp	BRD-K09397065	SR-57227A	Serotonin receptor agonist
3593	0	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
3594	0	cp	BRD-A91866971	SQ-29548	Thromboxane receptor antagonist
3595	0	cp	BRD-K01567962	pyrazolanthrone	JNK inhibitor
3596	0	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
3597	0	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
3598	0	cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor
3599	0	cp	BRD-A49046702	SKF-89976A	GABA uptake inhibitor
3600	0	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
3601	0	cp	BRD-K73824630	skatole	Thrombin inhibitor
3602	0	cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor
3603	0	cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist
3604	0	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
3605	0	cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist
3606	0	cp	BRD-A58564983	selamectin	Nematocide
3607	0	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
3608	0	cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist
3609	0	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
3610	0	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
3611	0	cp	BRD-K94270326	ecopipam	Dopamine receptor antagonist
3612	0	cp	BRD-K45435259	SCH-23390	Dopamine receptor antagonist
3613	0	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
3614	0	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
3615	0	cp	BRD-K67298865	SB-431542	TGF beta receptor inhibitor
3616	0	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
3617	0	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
3618	0	cp	BRD-K59331372	SB-366791	TRPV antagonist
3619	0	cp	BRD-K41567364	SB-334867	Orexin receptor antagonist
3620	0	cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist
3621	0	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
3622	0	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
3623	0	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
3624	0	cp	BRD-K36395411	SB-206553	Serotonin receptor antagonist
3625	0	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
3626	0	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
3627	0	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
3628	0	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
3629	0	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
3630	0	cp	BRD-K46766488	S-14506	Serotonin receptor agonist
3631	0	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
3632	0	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
3633	0	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
3634	0	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
3635	0	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
3636	0	cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist
3637	0	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
3638	0	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
3639	0	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
3640	0	cp	BRD-K21283037	riluzole	Glutamate inhibitor
3641	0	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
3642	0	cp	BRD-K92760278	riboflavin	Vitamin B
3643	0	cp	BRD-K46678324	RHO-kinase-inhibitor-II	Rho associated kinase inhibitor
3644	0	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
3645	0	cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor
3646	0	cp	BRD-K52930707	rescinnamine	ACE inhibitor
3647	0	cp	BRD-K54094468	remoxipride	Dopamine receptor antagonist
3648	0	cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist
3649	0	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
3650	0	cp	BRD-K69556541	ryanodine	Calcium channel blocker
3651	0	cp	BRD-A29437505	RWJ-21757	TLR agonist
3652	0	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
3653	0	cp	BRD-K46142322	RS-67333	Serotonin receptor partial agonist
3654	0	cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist
3655	0	cp	BRD-K80725821	RS-16566	Serotonin receptor antagonist
3656	0	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
3657	0	cp	BRD-K07691486	roscovitine	CDK inhibitor
3658	0	cp	BRD-K15933101	ropinirole	Dopamine receptor agonist
3659	0	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
3660	0	cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor
3661	0	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
3662	0	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
3663	0	cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist
3664	0	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
3665	0	cp	BRD-K21853356	RG-14620	EGFR inhibitor
3666	0	cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor
3667	0	cp	BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor
3668	0	cp	BRD-A97674275	ranolazine	Sodium channel blocker
3669	0	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
3670	0	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
3671	0	cp	BRD-A54236247	racephedrine	Adrenergic receptor agonist
3672	0	cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor
3673	0	cp	BRD-A59303141	quinethazone	Thiazide diuretic
3674	0	cp	BRD-K56596464	QX-314	Sodium channel blocker
3675	0	cp	BRD-K40782193	QX-222	Sodium channel blocker
3676	0	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
3677	0	cp	BRD-K80970344	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor
3678	0	cp	BRD-K50836978	purvalanol-a	CDK inhibitor
3679	0	cp	BRD-A19053259	pseudopelletierine	Anthelmintic
3680	0	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
3681	0	cp	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	Tyrosine phosphatase inhibitor
3682	0	cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist
3683	0	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
3684	0	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
3685	0	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
3686	0	cp	BRD-A54490543	pirlindole	Monoamine oxidase inhibitor
3687	0	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
3688	0	cp	BRD-K31792052	pifithrin	Interleukin receptor antagonist
3689	0	cp	BRD-K26241953	piceatannol	SYK inhibitor
3690	0	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
3691	0	cp	BRD-A18043272	phensuximide	Succinimide antiepileptic
3692	0	cp	BRD-K11399644	phenformin	AMPK activator
3693	0	cp	BRD-K11163873	phenanthridone	PARP inhibitor
3694	0	cp	BRD-K68095457	palmitoylethanolamide	Cannabinoid receptor agonist
3695	0	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
3696	0	cp	BRD-K97564742	mepyramine	Histamine receptor antagonist
3697	0	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
3698	0	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
3699	0	cp	BRD-K10177585	PSB-11	Adenosine receptor antagonist
3700	0	cp	BRD-K79366068	PSB-069	NTPDase inhibitor
3701	0	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
3702	0	cp	BRD-K82255054	propofol	GABA receptor agonist
3703	0	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
3704	0	cp	BRD-A26334849	propafenone	Antiarrhythmic
3705	0	cp	BRD-K99029477	prometon	Photosynthesis inhibitor
3706	0	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
3707	0	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
3708	0	cp	BRD-K95237249	probenecid	Uricosuric blocker
3709	0	cp	BRD-K32247306	primidone	GABA receptor antagonist
3710	0	cp	BRD-A55913614	primaquine	Antimalarial
3711	0	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
3712	0	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
3713	0	cp	BRD-A27887842	prednisolone	Glucocorticoid receptor agonist
3714	0	cp	BRD-A21858158	praziquantel	Anthelmintic
3715	0	cp	BRD-K00312224	PPT	Estrogen receptor agonist
3716	0	cp	BRD-K16977723	PP-3	EGFR inhibitor
3717	0	cp	BRD-K47598052	PP-1	SRC inhibitor
3718	0	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
3719	0	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
3720	0	cp	BRD-K16551401	PNU-22394	Serotonin receptor agonist
3721	0	cp	BRD-K71731651	PNU-120596	Acetylcholine receptor agonist
3722	0	cp	BRD-K13646352	midostaurin	FLT3 inhibitor
3723	0	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
3724	0	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
3725	0	cp	BRD-K43978949	PIT	Purinergic receptor antagonist
3726	0	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
3727	0	cp	BRD-K89375097	pirenzepine	Acetylcholine receptor antagonist
3728	0	cp	BRD-K25224017	pirenperone	Serotonin receptor antagonist
3729	0	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
3730	0	cp	BRD-K26801045	pipamperone	Dopamine receptor antagonist
3731	0	cp	BRD-A43882281	pinacidil	ATP channel activator
3732	0	cp	BRD-K14536225	piceid	Glucosidase inhibitor
3733	0	cp	BRD-K97365803	PI-828	PI3K inhibitor
3734	0	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
3735	0	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
3736	0	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
3737	0	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
3738	0	cp	BRD-K19227686	phenolphthalein	Indicator dye
3739	0	cp	BRD-A23072235	pheniramine	Histamine receptor antagonist
3740	0	cp	BRD-K76304753	phenazopyridine	Local anesthetic
3741	0	cp	BRD-K38323065	phenacetin	Cyclooxygenase inhibitor
3742	0	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
3743	0	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
3744	0	cp	BRD-A93477898	PETCM	Caspase activator
3745	0	cp	BRD-K57718010	pentylenetetrazol	GABA receptor antagonist
3746	0	cp	BRD-A43150328	penicillic-acid	other antibiotic
3747	0	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
3748	0	cp	BRD-K62810658	PD-98059	MEK inhibitor
3749	0	cp	BRD-K82823804	SA-792987	PKC inhibitor
3750	0	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
3751	0	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
3752	0	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
3753	0	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
3754	0	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
3755	0	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
3756	0	cp	BRD-K00206590	P-1075	ATP channel activator
3757	0	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
3758	0	cp	BRD-K51816706	oxindole-I	VEGFR inhibitor
3759	0	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
3760	0	cp	BRD-K86958018	olvanil	TRPV agonist
3761	0	cp	BRD-K82731415	olomoucine	CDK inhibitor
3762	0	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
3763	0	cp	BRD-K59037100	oxybenzone	Lipase inhibitor
3764	0	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
3765	0	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
3766	0	cp	BRD-A33447119	oxfendazole	Anthelmintic
3767	0	cp	BRD-A53576514	orphenadrine	Acetylcholine receptor antagonist
3768	0	cp	BRD-A42759514	ornidazole	Antiprotozoal
3769	0	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
3770	0	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
3771	0	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
3772	0	cp	BRD-K63165456	norcyclobenzaprine	Adrenergic receptor agonist
3773	0	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
3774	0	cp	BRD-A95696066	nisoxetine	Norepinephrine reuptake inhibitor
3775	0	cp	BRD-K76775527	nimesulide	Cyclooxygenase inhibitor
3776	0	cp	BRD-A00100033	nifurtimox	DNA inhibitor
3777	0	cp	BRD-K96354014	nifedipine	Calcium channel blocker
3778	0	cp	BRD-K90789829	nefazodone	Adrenergic inhibitor
3779	0	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
3780	0	cp	BRD-A82656074	naltrindole	Opioid receptor antagonist
3781	0	cp	BRD-A21723284	naltriben	Opioid receptor antagonist
3782	0	cp	BRD-A41833852	naloxone	Opioid receptor antagonist
3783	0	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
3784	0	cp	BRD-A36267905	buphenine	Adrenergic receptor agonist
3785	0	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
3786	0	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
3787	0	cp	BRD-K59637651	NSC-119889	Protein synthesis inhibitor
3788	0	cp	BRD-K54210043	NS-1619	Calcium channel activator
3789	0	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
3790	0	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
3791	0	cp	BRD-A00758722	noretynodrel	Progestogen hormone
3792	0	cp	BRD-A39415247	norethisterone	Progesterone receptor agonist
3793	0	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
3794	0	cp	BRD-A09161221	nomilin	HSP inhibitor
3795	0	cp	BRD-K12539581	nocodazole	Tubulin inhibitor
3796	0	cp	BRD-K42221274	NNC-711	GAT inhibitor
3797	0	cp	BRD-K85015012	NNC-05-2090	GAT inhibitor
3798	0	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
3799	0	cp	BRD-K76810206	nicergoline	Adrenergic receptor antagonist
3800	0	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
3801	0	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
3802	0	cp	BRD-A35338386	NECA	Adenosine receptor agonist
3803	0	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
3804	0	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
3805	0	cp	BRD-K34014345	naproxol	Anti-inflammatory
3806	0	cp	BRD-K77641333	naphazoline	Adrenergic receptor agonist
3807	0	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
3808	0	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
3809	0	cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist
3810	0	cp	BRD-K41143549	BRD-K41143549	Glutamate receptor antagonist
3811	0	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
3812	0	cp	BRD-K10042277	desmethylclozapine	Acetylcholine receptor agonist
3813	0	cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor
3814	0	cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor
3815	0	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
3816	0	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
3817	0	cp	BRD-A78377521	monastrol	Kinesin-like spindle protein inhibitor
3818	0	cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator
3819	0	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
3820	0	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
3821	0	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
3822	0	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
3823	0	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
3824	0	cp	BRD-K09859624	methantheline	Acetylcholine receptor antagonist
3825	0	cp	BRD-A42346008	metanephrine	Epinephrine metabolite
3826	0	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
3827	0	cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic
3828	0	cp	BRD-K92984783	melperone	Serotonin receptor antagonist
3829	0	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
3830	0	cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor
3831	0	cp	BRD-A99449986	MT-21	Caspase activator
3832	0	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
3833	0	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
3834	0	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
3835	0	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
3836	0	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
3837	0	cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor
3838	0	cp	BRD-A31204924	mitotane	Antineoplastic
3839	0	cp	BRD-A48237631	mitomycin-c	DNA alkylating agent
3840	0	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
3841	0	cp	BRD-A79981887	midodrine	Adrenergic receptor agonist
3842	0	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
3843	0	cp	BRD-K35941380	methysergide	Serotonin receptor antagonist
3844	0	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
3845	0	cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist
3846	0	cp	BRD-A94709349	metaxalone	Muscle relaxant
3847	0	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
3848	0	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
3849	0	cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist
3850	0	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
3851	0	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
3852	0	cp	BRD-A35989968	megestrol	Progesterone receptor agonist
3853	0	cp	BRD-K20655524	mefexamide	Psychoactive drug
3854	0	cp	BRD-K92778217	mefenamic-acid	Cyclooxygenase inhibitor
3855	0	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
3856	0	cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor
3857	0	cp	BRD-A50311610	meclozine	CAR agonist
3858	0	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
3859	0	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
3860	0	cp	BRD-K43245338	MDL-28170	Calpain inhibitor
3861	0	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
3862	0	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
3863	0	cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist
3864	0	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
3865	0	cp	BRD-K92138166	mammea-a	other antibiotic
3866	0	cp	BRD-K28137194	loreclezole	GABA receptor agonist
3867	0	cp	BRD-K61250553	loperamide	Opioid receptor agonist
3868	0	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
3869	0	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
3870	0	cp	BRD-K33453211	levocabastine	Histamine receptor antagonist
3871	0	cp	BRD-K24526313	levcromakalim	Potassium channel activator
3872	0	cp	BRD-K96119599	leucodin	Melanin inhibitor
3873	0	cp	BRD-K88789588	letrozole	Aromatase inhibitor
3874	0	cp	BRD-A24817035	laudanosine	Central nervous system agent
3875	0	cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist
3876	0	cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor
3877	0	cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist
3878	0	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
3879	0	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
3880	0	cp	BRD-K69763916	LY-341495	Glutamate receptor antagonist
3881	0	cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist
3882	0	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
3883	0	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
3884	0	cp	BRD-K76205745	losartan	Angiotensin receptor antagonist
3885	0	cp	BRD-K15834839	lobendazole	Anthelmintic
3886	0	cp	BRD-K88849294	lobaric-acid	Tyrosine phosphatase inhibitor
3887	0	cp	BRD-A68039575	liquiritigenin	Aromatase inhibitor
3888	0	cp	BRD-K64044582	linoleamide	ACAT inhibitor
3889	0	cp	BRD-K52662033	lidocaine	Histamine receptor agonist
3890	0	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
3891	0	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
3892	0	cp	BRD-K66707493	lawsone	Coloring agent
3893	0	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
3894	0	cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist
3895	0	cp	BRD-A35511923	L-803087	Somatostatin receptor agonist
3896	0	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
3897	0	cp	BRD-K13211965	L-741742	Dopamine receptor antagonist
3898	0	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
3899	0	cp	BRD-A96882008	L-732138	Tachykinin antagonist
3900	0	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
3901	0	cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist
3902	0	cp	BRD-A28422058	L-689560	Glutamate receptor antagonist
3903	0	cp	BRD-A84389091	L-655708	GABA receptor inverse agonist
3904	0	cp	BRD-K40656405	L-165041	PPAR receptor agonist
3905	0	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
3906	0	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
3907	0	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
3908	0	cp	BRD-A43930669	L-368899	Oxytocin receptor antagonist
3909	0	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
3910	0	cp	BRD-K09497549	kawain	Calcium channel modulator
3911	0	cp	BRD-A43849199	karakoline	Phytotoxin
3912	0	cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator
3913	0	cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand
3914	0	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
3915	0	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
3916	0	cp	BRD-A97739905	ketoprofen	Cyclooxygenase inhibitor
3917	0	cp	BRD-A75455249	kavain	Calcium channel modulator
3918	0	cp	BRD-K05464208	JX-401	p38 MAPK inhibitor
3919	0	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
3920	0	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
3921	0	cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor
3922	0	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
3923	0	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
3924	0	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
3925	0	cp	BRD-A90799790	isradipine	Calcium channel blocker
3926	0	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
3927	0	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
3928	0	cp	BRD-K51918615	iodophenpropit	Histamine receptor antagonist
3929	0	cp	BRD-K53959060	indirubin	CDK inhibitor
3930	0	cp	BRD-K49519092	immethridine	Histamine receptor agonist
3931	0	cp	BRD-K25906698	immepip	Histamine receptor agonist
3932	0	cp	BRD-K48869804	icilin	TRPV agonist
3933	0	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
3934	0	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
3935	0	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
3936	0	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
3937	0	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
3938	0	cp	BRD-K01815685	indole	aryl hydrocarbon receptor agonist
3939	0	cp	BRD-K38436528	imipramine	Norepinephrine reuptake inhibitor
3940	0	cp	BRD-K14618467	IKK-16	IKK inhibitor
3941	0	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
